ID,Time,Place,Latitude,Longitude,Depth,Magnitude,MagType,net,Updated,Type,Status,locationSource,Source,Year,Month,Country
us6000jpl7,2023-02-17 09:37:34.868000+00:00,130 km SW of Tual,-6.5986,132.0763,38.615,6.1,mww,us,2023-02-17T17:58:24.040Z,earthquake,reviewed,us,us,2023,2,Indonesia
us6000jpb1,2023-02-16 05:37:05.138000+00:00,7 km SW of Port-Olry,-15.0912,167.0294,36.029,5.6,mww,us,2023-02-17T05:41:32.448Z,earthquake,reviewed,us,us,2023,2,Vanuatu
us6000jp76,2023-02-15 18:10:10.060000+00:00,Masbate region,12.3238,123.8662,20.088,6.1,mww,us,2023-02-16T20:12:32.595Z,earthquake,reviewed,us,us,2023,2,Philippines
us6000jp1g,2023-02-15 06:38:09.034000+00:00,54 km WNW of Otaki,-40.5465,174.5709,74.32,5.7,mww,us,2023-02-16T06:42:09.738Z,earthquake,reviewed,us,us,2023,2,New Zealand
us6000jnqz,2023-02-14 13:16:51.072000+00:00,2 km NW of Lele?ti,45.1126,23.1781,10.0,5.6,mww,us,2023-02-17T09:15:18.586Z,earthquake,reviewed,us,us,2023,2,Romania
us6000jnk5,2023-02-13 09:18:07.995000+00:00,Kermadec Islands,-29.5218,-177.9727,374.033,6.1,mww,us,2023-02-14T09:20:59.238Z,earthquake,reviewed,us,us,2023,2,New Zealand
us6000jmq0,2023-02-09 10:53:17.268000+00:00,45 km SW of Kirakira,-10.7636,161.644,35.0,5.5,mww,us,2023-02-10T10:56:36.462Z,earthquake,reviewed,us,us,2023,2,Solomon Islands
us6000jm5e,2023-02-07 03:13:12.767000+00:00,8 km ESE of Gölba??,37.7582,37.7303,10.0,5.5,mww,us,2023-02-09T21:31:31.564Z,earthquake,reviewed,us,us,2023,2,Turkey
us6000jm4c,2023-02-07 00:35:51.673000+00:00,81 km WSW of Pelabuhanratu,-7.345,105.9037,57.855,5.5,mb,us,2023-02-08T14:33:57.388Z,earthquake,reviewed,us,us,2023,2,Indonesia
us6000jlrc,2023-02-06 12:02:11.825000+00:00,5 km NE of Göksun,38.0605,36.537,10.0,6.0,mb,us,2023-02-16T21:13:41.161Z,earthquake,reviewed,us,us,2023,2,Turkey
us6000jlql,2023-02-06 10:51:30.942000+00:00,16 km ENE of Do?an?ehir,38.1236,38.0529,12.336,5.7,mb,us,2023-02-08T06:06:26.219Z,earthquake,reviewed,us,us,2023,2,Turkey
us6000jlqe,2023-02-06 10:35:58.653000+00:00,13 km SW of Do?an?ehir,38.0084,37.7505,10.0,5.8,mb,us,2023-02-07T10:41:46.479Z,earthquake,reviewed,us,us,2023,2,Turkey
us6000jlqa,2023-02-06 10:24:49.258000+00:00,4 km SSE of Ekinözü,38.0235,37.203,10.0,7.5,mww,us,2023-02-17T20:24:03.165Z,earthquake,reviewed,us,us,2023,2,Turkey
us6000jlmh,2023-02-06 02:03:36.258000+00:00,2 km S of Tut,37.7769,37.9199,10.0,5.5,mb,us,2023-02-07T02:09:13.772Z,earthquake,reviewed,us,us,2023,2,Turkey
us6000jllz,2023-02-06 01:17:35.525000+00:00,27 km E of Nurda??,37.1662,37.0421,17.943,7.8,mww,us,2023-02-17T20:33:16.918Z,earthquake,reviewed,us,us,2023,2,Turkey
us6000jlhg,2023-02-05 01:02:45.925000+00:00,28 km N of La Serena,-29.6451,-71.2485,68.019,5.5,mww,us,2023-02-06T01:06:31.032Z,earthquake,reviewed,us,us,2023,2,Chile
us6000jlh9,2023-02-05 00:03:19.589000+00:00,Izu Islands,32.6723,141.7624,10.0,5.8,mww,us,2023-02-06T00:10:18.635Z,earthquake,reviewed,us,us,2023,2,Japan region
us6000jlds,2023-02-04 12:22:37.007000+00:00,41 km ESE of Kainantu,-6.3817,146.2246,111.785,5.9,mww,us,2023-02-07T10:44:05.452Z,earthquake,reviewed,us,us,2023,2,Papua New Guinea
us6000jkpr,2023-02-01 10:44:46.054000+00:00,Mindanao,7.74,126.056,19.0,6.0,mww,us,2023-02-15T06:09:09.917Z,earthquake,reviewed,us,us,2023,2,Philippines
us6000jk82,2023-01-29 23:49:38.212000+00:00,110 km ESE of Aral,40.0166,82.3702,28.0,5.7,mww,us,2023-02-15T05:39:54.884Z,earthquake,reviewed,us,us,2023,1,China
us6000jk0t,2023-01-28 18:14:45.863000+00:00,14 km SSW of Khowy,38.4239,44.9091,16.0,5.9,mww,us,2023-02-04T04:28:47.132Z,earthquake,reviewed,us,us,2023,1,Iran
us6000jjcy,2023-01-26 10:45:52.904000+00:00,Kermadec Islands,-30.2276,-178.6745,131.0,6.0,mww,us,2023-01-28T01:33:17.988Z,earthquake,reviewed,us,us,2023,1,New Zealand
us6000jjbj,2023-01-26 04:23:51.234000+00:00,167 km NW of Tobelo,2.8388,126.9805,35.0,5.7,mww,us,2023-02-14T06:14:30.812Z,earthquake,reviewed,us,us,2023,1,Indonesia
us6000jj5k,2023-01-25 12:37:05.134000+00:00,60 km SE of Lárdos,35.7086,28.4965,29.59,5.9,mww,us,2023-02-08T14:08:40.038Z,earthquake,reviewed,us,us,2023,1,Greece
us6000jiyj,2023-01-24 18:37:00.133000+00:00,31 km WSW of Campo Gallo,-26.7346,-63.118,596.117,6.4,mww,us,2023-02-03T01:28:14.587Z,earthquake,reviewed,us,us,2023,1,Argentina
us6000jivm,2023-01-24 08:58:32.284000+00:00,62 km NW of Jumla,29.5974,81.6522,25.227,5.6,mb,us,2023-01-27T04:20:40.414Z,earthquake,reviewed,us,us,2023,1,Nepal
us6000jitq,2023-01-24 02:13:14.926000+00:00,168 km NW of Tobelo,2.8209,126.9485,35.0,5.8,mww,us,2023-02-07T04:17:39.651Z,earthquake,reviewed,us,us,2023,1,Indonesia
us7000j5x2,2023-01-20 22:09:39.043000+00:00,31 km SW of Campo Gallo,-26.7513,-63.1017,596.733,6.8,mww,us,2023-02-07T03:14:50.979Z,earthquake,reviewed,us,us,2023,1,Argentina
us7000j5sc,2023-01-20 11:23:40.603000+00:00,40 km WSW of Pointe-Noire,16.1397,-62.1529,162.0,6.1,mww,us,2023-02-13T18:23:05.297Z,earthquake,reviewed,us,us,2023,1,Guadeloupe
pt23020000,2023-01-20 11:23:40+00:00,24 km W of Pointe-Noire,16.239,-62.015,165.3,5.8,Mi,pt,2023-01-20T19:25:03.931Z,earthquake,reviewed,pt,pt,2023,1,Guadeloupe
us7000j56g,2023-01-18 08:01:26.318000+00:00,146 km NW of Tobelo,2.7047,127.1169,48.234,5.5,mb,us,2023-02-14T08:45:20.110Z,earthquake,reviewed,us,us,2023,1,Indonesia
us7000j553,2023-01-18 06:06:11.334000+00:00,156 km NW of Tobelo,2.7357,127.0274,28.855,7.0,mwc,us,2023-02-15T07:36:51.119Z,earthquake,reviewed,us,us,2023,1,Indonesia
us7000j511,2023-01-18 00:34:45.136000+00:00,Sulawesi,-0.0134,123.2002,154.0,6.0,mww,us,2023-02-02T05:24:22.181Z,earthquake,reviewed,us,us,2023,1,Indonesia
us7000j4mj,2023-01-16 04:49:51.935000+00:00,Bonin Islands,28.9804,139.3452,405.0,6.3,mww,us,2023-02-01T04:01:59.206Z,earthquake,reviewed,us,us,2023,1,Japan region
us7000j4kr,2023-01-15 22:29:58.919000+00:00,40 km SE of Singkil,2.0042,98.0141,37.0,6.2,mww,us,2023-01-18T03:41:10.755Z,earthquake,reviewed,us,us,2023,1,Indonesia
us7000j4ij,2023-01-15 12:04:17.706000+00:00,21 km WNW of Port-Olry,-14.9612,166.8939,31.66,5.6,mww,us,2023-02-04T08:14:45.307Z,earthquake,reviewed,us,us,2023,1,Vanuatu
us7000j3ty,2023-01-12 06:19:10.052000+00:00,17 km W of Ovalle,-30.6176,-71.3759,49.0,5.5,mww,us,2023-02-04T07:31:28.266Z,earthquake,reviewed,us,us,2023,1,Chile
us7000j3ky,2023-01-11 08:39:52.972000+00:00,36 km NW of Port-Olry,-14.7776,166.8713,15.0,5.8,mww,us,2023-02-09T08:34:23.070Z,earthquake,reviewed,us,us,2023,1,Vanuatu
us7000j3cb,2023-01-10 05:24:49.026000+00:00,16 km ENE of Port-Olry,-15.0023,167.2176,113.039,5.7,mww,us,2023-01-29T06:15:13.821Z,earthquake,reviewed,us,us,2023,1,Vanuatu
us7000j36j,2023-01-09 17:47:35.038000+00:00,Pulau Pulau Tanimbar,-7.0652,130.0047,105.14,7.6,mww,us,2023-02-09T00:39:09.070Z,earthquake,reviewed,us,us,2023,1,Indonesia
us7000j2b9,2023-01-05 14:25:53.152000+00:00,45 km S of Jurm,36.4617,70.7387,205.293,6.0,mww,us,2023-01-30T14:34:15.831Z,earthquake,reviewed,us,us,2023,1,Afghanistan
us7000j1g5,2023-01-01 18:24:29.845000+00:00,10 km E of Jayapura,-2.527,140.8105,13.715,5.5,mww,us,2023-02-09T15:25:34.046Z,earthquake,reviewed,us,us,2023,1,Indonesia
us6000jbsk,2022-12-26 12:21:07.723000+00:00,66 km ENE of ?d?grat,14.521,40.0212,10.0,5.5,mww,us,2023-01-31T00:35:22.040Z,earthquake,reviewed,us,us,2022,12,Ethiopia
us6000jbf0,2022-12-24 08:35:41.508000+00:00,Bonin Islands,28.2943,138.8056,519.989,5.5,mww,us,2023-02-01T13:02:00.337Z,earthquake,reviewed,us,us,2022,12,Japan region
us6000jb2a,2022-12-22 13:13:55.515000+00:00,46 km NNE of Pucallpa,-7.9816,-74.4173,155.984,5.5,mww,us,2023-01-15T18:05:12.288Z,earthquake,reviewed,us,us,2022,12,Peru
nc73821036,2022-12-20 10:34:24.770000+00:00,15km WSW of Ferndale,40.525,-124.423,17.91,6.4,mw,nc,2023-02-14T10:44:40.612Z,earthquake,reviewed,nc,nc,2022,12,CA
us6000ja1a,2022-12-17 18:06:02.988000+00:00,25 km ESE of Miyazaki,31.7958,131.6429,30.0,5.6,mww,us,2023-01-25T17:20:56.780Z,earthquake,reviewed,us,us,2022,12,Japan
us6000j9es,2022-12-15 14:32:23.385000+00:00,40 km S of Puerto El Triunfo,12.9159,-88.5083,66.834,5.6,mww,us,2023-02-17T19:41:14.570Z,earthquake,reviewed,us,us,2022,12,El Salvador
us6000j985,2022-12-14 18:40:26.898000+00:00,"Rat Islands, Aleutian Islands",51.6079,178.5971,73.0,6.3,mww,us,2023-02-15T18:50:36.929Z,earthquake,reviewed,us,us,2022,12,Alaska
us6000j901,2022-12-13 14:25:17.214000+00:00,95 km S of Naze,27.5074,129.5492,19.0,5.6,mww,us,2023-01-08T22:02:23.918Z,earthquake,reviewed,us,us,2022,12,Japan
us6000j8lp,2022-12-11 14:31:29.438000+00:00,Guerrero,17.2004,-100.5405,18.0,6.0,mww,us,2023-02-17T19:04:46.732Z,earthquake,reviewed,us,us,2022,12,Mexico
us6000j8cw,2022-12-10 06:41:29.730000+00:00,20 km SSE of San Pedro de Atacama,-23.0906,-68.1419,117.0,5.6,mww,us,2023-01-19T06:51:08.685Z,earthquake,reviewed,us,us,2022,12,Chile
us6000j88f,2022-12-09 20:01:56.492000+00:00,6 km ESE of Nangan,6.4472,126.1762,72.166,5.6,mww,us,2023-02-11T23:03:22.040Z,earthquake,reviewed,us,us,2022,12,Philippines
us6000j83l,2022-12-09 06:32:59.635000+00:00,96 km NE of Cabatuan,13.1588,125.8253,9.0,5.8,mww,us,2023-02-11T23:03:19.040Z,earthquake,reviewed,us,us,2022,12,Philippines
us6000j7uj,2022-12-08 06:42:15.112000+00:00,7 km E of Tsurib,42.236,46.9267,61.331,5.5,mww,us,2023-02-11T23:03:15.040Z,earthquake,reviewed,us,us,2022,12,Russia
us6000j7r0,2022-12-08 00:50:55.572000+00:00,17 km NW of Ciranjang-hilir,-6.7109,107.1456,107.0,5.8,mww,us,2023-02-11T23:03:15.040Z,earthquake,reviewed,us,us,2022,12,Indonesia
us6000j77l,2022-12-06 06:07:48.037000+00:00,269 km S of Kencong,-10.7234,113.386,17.0,5.9,mww,us,2023-02-11T23:03:10.040Z,earthquake,reviewed,us,us,2022,12,Indonesia
us6000j71p,2022-12-05 16:19:23.716000+00:00,109 km NE of Hihifo,-15.2285,-173.1022,39.0,5.6,mww,us,2023-02-11T23:03:08.040Z,earthquake,reviewed,us,us,2022,12,Tonga
us6000j6w8,2022-12-04 19:24:15.394000+00:00,109 km NE of Hihifo,-15.3497,-172.9867,38.0,6.8,mww,us,2023-02-11T23:03:06.040Z,earthquake,reviewed,us,us,2022,12,Tonga
us6000j6w5,2022-12-04 19:00:07.489000+00:00,279 km SSE of Isangel,-21.6779,170.7032,138.685,5.5,mww,us,2023-02-11T23:03:06.040Z,earthquake,reviewed,us,us,2022,12,Vanuatu
us6000j6u0,2022-12-04 09:53:12.817000+00:00,34 km S of Lambaréné,-1.0138,10.2364,10.0,5.5,mww,us,2023-02-11T23:03:05.040Z,earthquake,reviewed,us,us,2022,12,Gabon
us6000j6k5,2022-12-03 09:49:40.213000+00:00,20 km ESE of Banjar,-7.2331,107.6139,120.0,5.6,mww,us,2023-02-11T23:03:03.040Z,earthquake,reviewed,us,us,2022,12,Indonesia
us7000isuh,2022-11-28 02:51:23.655000+00:00,275 km SSW of Lajes das Flores,37.0894,-32.4044,10.0,5.9,mww,us,2023-02-05T23:24:27.040Z,earthquake,reviewed,us,us,2022,11,Portugal
us7000irp8,2022-11-23 01:08:15.435000+00:00,15 km W of Düzce,40.8356,30.9831,10.0,6.1,mww,us,2023-02-07T07:10:15.191Z,earthquake,reviewed,us,us,2022,11,Turkey
us7000irjd,2022-11-22 16:39:05.789000+00:00,28 km SW of Las Brisas,30.7936,-116.3907,10.0,6.2,mww,us,2023-01-30T06:00:59.040Z,earthquake,reviewed,us,us,2022,11,Mexico
us7000iscx,2022-11-22 02:13:03.111000+00:00,20 km WSW of Malango,-9.7898,159.554,10.0,5.6,mb,us,2023-01-30T06:00:42.040Z,earthquake,reviewed,us,us,2022,11,Solomon Islands
us7000iscy,2022-11-22 02:07:53.530000+00:00,35 km WSW of Malango,-9.7991,159.4073,10.0,5.5,mb,us,2023-01-30T06:00:41.040Z,earthquake,reviewed,us,us,2022,11,Solomon Islands
us7000irfb,2022-11-22 02:03:06.891000+00:00,18 km SW of Malango,-9.8198,159.6033,14.0,7.0,mww,us,2023-01-30T06:00:41.040Z,earthquake,reviewed,us,us,2022,11,Solomon Islands
us7000irbb,2022-11-21 15:09:29.003000+00:00,86 km SSE of Nikolski,52.2913,-168.1639,13.217,5.5,mww,us,2023-01-30T06:00:36.040Z,earthquake,reviewed,us,us,2022,11,Alaska
us7000ir9t,2022-11-21 06:21:07.066000+00:00,11 km NE of Sukabumi,-6.836,106.9968,10.0,5.6,mww,us,2023-02-10T06:11:26.621Z,earthquake,reviewed,us,us,2022,11,Indonesia
us7000ir86,2022-11-20 23:24:58.462000+00:00,Crete,35.8357,26.4319,63.0,5.5,mww,us,2023-01-30T06:00:29.040Z,earthquake,reviewed,us,us,2022,11,Greece
us7000iqpn,2022-11-18 13:37:08.687000+00:00,204 km SW of Bengkulu,-4.9043,100.7862,25.0,6.9,mww,us,2023-01-28T19:58:26.040Z,earthquake,reviewed,us,us,2022,11,Indonesia
us7000iqdn,2022-11-17 11:21:29.823000+00:00,257 km ESE of Tadine,-22.2473,170.2616,13.49,5.5,mww,us,2023-01-28T19:58:21.040Z,earthquake,reviewed,us,us,2022,11,New Caledonia
us7000iq83,2022-11-16 22:26:52.703000+00:00,142 km SE of Lata,-11.7284,166.6162,138.0,5.8,mww,us,2023-01-28T19:58:19.040Z,earthquake,reviewed,us,us,2022,11,Solomon Islands
us7000iq2d,2022-11-16 06:01:32.035000+00:00,197 km WSW of Bengkulu,-4.7623,100.7623,10.0,5.5,mww,us,2023-01-28T19:58:18.040Z,earthquake,reviewed,us,us,2022,11,Indonesia
us7000ipkm,2022-11-14 08:08:26.124000+00:00,85 km SSE of Toba,33.8139,137.3055,346.0,6.1,mww,us,2023-01-28T19:58:14.040Z,earthquake,reviewed,us,us,2022,11,Japan
us7000ipe4,2022-11-13 02:24:57.830000+00:00,Near the coast of Bio-Bio,-37.4652,-73.6757,18.0,6.2,mww,us,2023-01-28T19:58:11.040Z,earthquake,reviewed,us,us,2022,11,Chile
us7000ipe2,2022-11-13 02:24:01.222000+00:00,Near the coast of Bio-Bio,-37.553,-73.7598,22.155,5.7,mwr,us,2023-01-28T19:58:11.040Z,earthquake,reviewed,us,us,2022,11,Chile
us7000ip7p,2022-11-12 04:39:46.329000+00:00,12 km E of La Gomera,14.1024,-90.94,93.543,5.8,mww,us,2023-01-28T19:58:08.040Z,earthquake,reviewed,us,us,2022,11,Guatemala
us7000ip0l,2022-11-11 10:48:46.710000+00:00,205 km ESE of Neiafu,-19.2881,-172.1471,37.0,7.3,mww,us,2023-01-21T19:27:21.040Z,earthquake,reviewed,us,us,2022,11,Tonga
us7000inqd,2022-11-10 05:01:05.611000+00:00,16 km SSE of Shi Yomi,28.3835,94.4118,15.0,5.5,mww,us,2023-01-21T19:27:18.040Z,earthquake,reviewed,us,us,2022,11,India
us7000imsg,2022-11-06 00:03:12.098000+00:00,124 km N of Manado,2.5867,124.6644,231.0,5.6,mww,us,2023-01-21T19:27:09.040Z,earthquake,reviewed,us,us,2022,11,Indonesia
us7000ilkv,2022-10-31 21:42:50.853000+00:00,12 km WSW of Tortora Marina,39.8773,15.6395,271.217,5.5,mww,us,2023-01-12T23:10:50.040Z,earthquake,reviewed,us,us,2022,10,Italy
us7000ilgs,2022-10-31 13:22:44.105000+00:00,119 km N of Alianza Cristiana,-2.4103,-76.2393,149.348,5.6,mww,us,2023-01-12T23:10:46.040Z,earthquake,reviewed,us,us,2022,10,Peru
us7000il35,2022-10-29 00:09:47.791000+00:00,66 km WSW of Santiago,-14.5133,-76.2261,15.0,5.8,mww,us,2023-01-12T23:10:26.040Z,earthquake,reviewed,us,us,2022,10,Peru
us7000il1g,2022-10-28 20:22:05.733000+00:00,62 km SW of Santiago,-14.5218,-76.1705,14.0,5.9,mww,us,2023-01-03T15:23:48.040Z,earthquake,reviewed,us,us,2022,10,Peru
us6000iwds,2022-10-25 14:59:00.085000+00:00,11 km E of Dolores,17.6609,120.8147,6.0,6.4,mww,us,2023-01-03T15:23:38.040Z,earthquake,reviewed,us,us,2022,10,Philippines
us6000iw1e,2022-10-24 07:51:00.581000+00:00,107 km NNE of Hihifo,-15.1416,-173.2502,31.0,5.7,mww,us,2023-01-03T15:23:36.040Z,earthquake,reviewed,us,us,2022,10,Tonga
